Key,Source,type,ko,Arguments,en,es,zh-cn,zh-tw
StrategyDesc10,주문이 지연된 손님에 의한 평판 감소량이 {0} 감소한다.,Default text,주문이 지연된 손님에 의한 평판 감소량이 {0} 감소한다.,,Decreases delayed orders' impact on Reputation by {0}.,Reduce el impacto de los pedidos retrasados sobre la reputación en {0}.,使订单延迟的顾客影响的口碑减少量减少{0}。,客人的訂單延遲，口碑減少{0}。
StrategyDesc11,특별 의뢰와 출장에서 획득하는 평판이 {0} 증가한다.,Default text,특별 의뢰와 출장에서 획득하는 평판이 {0} 증가한다.,,Increases Reputation earned from Special Orders and Business Trips by {0}.,Aumenta la reputación que recibes de los pedidos especiales y los viajes de negocios en {0}.,在特别委托和出差中获得的口碑增加{0}。,特別委託及出差獲得的口碑增加{0}。
StrategyDesc12,직원의 레벨을 올리기 위한 EXP 필요량이 {0} 감소한다.,Default text,직원의 레벨을 올리기 위한 EXP 필요량이 {0} 감소한다.,,Decreases required EXP to increase Staff Level by {0}.,Reduce la EXP necesaria para aumentar el nivel del personal en {0}.,升级员工等级所需的经验值需求量减少{0}。,提供員工等級所需的EXP減少{0}。
StrategyDesc13,손님이 주는 팁이 {0} 증가한다.,Default text,손님이 주는 팁이 {0} 증가한다.,,Increases Customer Tips by {0}.,Aumenta las propinas de los clientes en {0}.,顾客给的小费增加{0}。,客人給的小費增加{0}。
StrategyDesc14,특별 의뢰와 출장에서 획득하는 클로버가 {0} 증가한다.,Default text,특별 의뢰와 출장에서 획득하는 클로버가 {0} 증가한다.,,Increases Clovers earned from Special Orders and Business Trips by {0}.,Aumenta los tréboles que recibes de los pedidos especiales y viajes de negocios en {0}.,在特别委托和出差中获得的四叶草增加{0}。,特別委託及出差獲得的四葉草增加{0}。
StrategyDesc15,팁 박스의 용량이 {0} 증가한다.,Default text,팁 박스의 용량이 {0} 증가한다.,,Increases the Tip Box size by {0}.,Aumenta el tamaño de la caja de propinas en {0}.,小费箱容量增加{0}。,小費箱容量增加{0}。
StrategyEffectDesc01,월급 -{0},Default text,월급 -{0},,Salary -{0},Salario -{0},工资-{0},薪水-{0}
StrategyEffectDesc02,운영비 -{0},Default text,운영비 -{0},,Management Fee -{0},Tarifa de gestión -{0},经营费用-{0},營運費用-{0}
StrategyEffectDesc03,업그레이드 비용 -{0},Default text,업그레이드 비용 -{0},,Cost -{0},Costo -{0},升级费用-{0},升級費用-{0}
StrategyEffectDesc04,유행 메뉴 콤보 효과 +{0},Default text,유행 메뉴 콤보 효과 +{0},,Trend Menu Combo Effect +{0},Efecto de tendencia de combo del menú +{0},流行菜单组合效果+{0},流行菜單組合效果+{0}
StrategyEffectDesc05,초기 자금 {0},Default text,초기 자금 {0},,Initial Funds {0},Inversión inicial: {0},初期资金{0},初期資金{0}
StrategyEffectDesc06,특산품 맛 점수와 가격 +{0},Default text,특산품 맛 점수와 가격 +{0},,Regional Product Taste Score and Price +{0},Puntuación de sabor y precio de productos regionales +{0},特产味道分数与价格+{0},特產美味分數及價格+{0}
StrategyEffectDesc07,매력도 업그레이드 효과 +{0},Default text,매력도 업그레이드 효과 +{0},,Charm Upgrade Effect +{0},Efecto de mejora de encanto +{0},魅力值升级效果+{0},吸引力升級效果+{0}
StrategyEffectDesc08,레시피 매력도 +{0},Default text,레시피 매력도 +{0},,Recipe Charm +{0},Encanto de receta +{0},菜谱魅力值+{0},食譜吸引力+{0}
StrategyEffectDesc09,손님 리뷰 기준 완화 {0},Default text,손님 리뷰 기준 완화 {0},,Customer Review Leniency {0},Tolerancia de la reseña de clientes: {0},顾客评论标准放宽{0},客人放寬評論標準{0}
StrategyEffectDesc10,주문 지연 평판 감소량 -{0},Default text,주문 지연 평판 감소량 -{0},,Delayed Order Reputation Decrease -{0},Reducción de reputación por pedido retrasado -{0},订单延迟口碑减少量-{0},延遲訂單評價減少量-{0}
StrategyEffectDesc11,평판 보상량 +{0},Default text,평판 보상량 +{0},,Reputation Reward Amount +{0},Cantidad de recompensa de reputación +{0},口碑奖励量+{0},口碑獎勵量+{0}
StrategyEffectDesc12,레벨업 EXP 필요량 -{0},Default text,레벨업 EXP 필요량 -{0},,EXP for Level Up -{0},EXP por subir de nivel -{0},升级所需经验值-{0},升級所需EXP-{0}
StrategyEffectDesc13,팁 획득량 +{0},Default text,팁 획득량 +{0},,Tip Gain +{0},Ganancia de propinas +{0},小费获得量+{0},小費獲得量+{0}
StrategyEffectDesc14,클로버 보상량 +{0},Default text,클로버 보상량 +{0},,Clover Reward Amount +{0},Cantidad de recompensa de tréboles +{0},四叶草奖励量+{0},四葉草獎勵量+{0}
StrategyEffectDesc15,팁 박스 용량 +{0},Default text,팁 박스 용량 +{0},,Tip Box Size +{0},Tamaño de caja de propinas +{0},小费箱容量+{0},小費箱容量+{0}
SideMenuName1,감자튀김,Default text,감자튀김,,Fries,Papas fritas,炸薯条,炸薯條
SideMenuName2,버팔로윙,Default text,버팔로윙,,Buffalo Wings,Alitas con salsa picante,布法罗辣鸡翅,水牛城辣雞翅
SideMenuName3,먹물 오징어링,Default text,먹물 오징어링,,Squid Ink Rings,Aros de tinta de calamar,墨汁炸鱿鱼圈,墨魚圈
SideMenuName4,코울슬로,Default text,코울슬로,,Coleslaw,Ensalada de col,卷心菜沙拉,高麗菜沙拉
SideMenuName5,할라피뇨 파퍼,Default text,할라피뇨 파퍼,,Jalapeno Poppers,Jalapeños rellenos,辣椒芝士爆浆卷,墨西哥辣椒
SideMenuName6,콜라,Default text,콜라,,Cola,Gaseosa,可乐,可樂
SideMenuName7,밀크쉐이크,Default text,밀크쉐이크,,Milkshake,Malteada,奶昔,奶昔
SideMenuName8,푸틴,Default text,푸틴,,Poutine,Poutine,普丁,肉汁起士薯條
SideMenuName9,특제 에이드,Default text,특제 에이드,,Special Ade,Bebida dulce especial,特制汽水,特製汽水
SideMenuName10,맥앤치즈볼,Default text,맥앤치즈볼,,Mac and Cheese Bowl,Tazón de fideos con queso,芝士通心粉球,起司通心麵
SideMenuName11,소프트 아이스크림,Default text,소프트 아이스크림,,Soft Serve,Helado suave,软冰淇淋,霜淇淋
PrevButton,이전으로,Default text,이전으로,,Previous,Anterior,上一步,往前
NextButton,다음으로,Default text,다음으로,,Next,Siguiente,下一步,下一個
StageSettingDoneButton,세팅 완료,Default text,세팅 완료,,Done,Terminado,已设定,放置完畢
StageSettingEmployeeInfoText,영업 시작부터 함께할 창업 멤버를 골라주세요!,Default text,영업 시작부터 함께할 창업 멤버를 골라주세요!,,Select the Founding Members to start your business!,¡Selecciona a los miembros fundadores para comenzar el negocio!,请选择要并肩开业的创业成员！,請選出要陪伴您一起創業的創始成員！
SetState,장착중,Default text,장착중,,Selected,Seleccionado,装备中,裝備中
SetButton,세팅하기,Default text,세팅하기,,Select,Seleccionar,设定,放置
StageSettingCurrentListTitle,선택한 전략,Default text,선택한 전략,,Selected Strategy,Estrategia seleccionada,选择的策略,所選策略
StageSettingStagePassInfoText,SP 획득 가능!,Default text,SP 획득 가능!,,SP available!,¡PH disponibles!,可获得SP！,可獲得SP！
StageSettingSubTitleTab2,특산물과 프로모션 재료,Default text,특산물과 프로모션 재료,,Regional Products and Promotional Ingredients,Productos regionales e ingredientes promocionales,特产与促销材料,特產及推廣材料
Strategy,경영 전략,Default text,경영 전략,,Business Strategy,Estrategia de negocios,经营策略,經營策略
StageSettingEmployeeToast1,창업 멤버를 선택하지 않았어요!,Default text,창업 멤버를 선택하지 않았어요!,,You haven't chosen a Founding Member!,¡No elegiste ningún miembro fundador!,你还没有选择创业成员！,尚未選擇創始成員！
StageSettingPopupContents1,SP가 모두 소모되지 않았어요!\n이대로 진행하시겠습니까?,Default text,SP가 모두 소모되지 않았어요!\n이대로 진행하시겠습니까?,,You haven't used all of your SP!\nProceed?,¡No usaste todos los PH!\n¿Continuar?,尚未消耗全部SP！\n是否继续进行？,尚未消耗所有SP！\n確定要這樣進行嗎？
StageSettingPopupContents2,사이드 메뉴가 선택되지 않았어요!\n이대로 진행하시겠습니까?,Default text,사이드 메뉴가 선택되지 않았어요!\n이대로 진행하시겠습니까?,,No Side Dishes have been selected!\nProceed?,¡No se seleccionaron guarniciones!\n¿Continuar?,当前没有选择的配菜！\n是否继续？,尚未選擇配餐菜單！\n確定要這樣進行嗎？
StageSettingQuitPopupContents,지역 목록으로 돌아가시겠습니까?\n세팅한 모든 정보가 초기화됩니다.,Default text,지역 목록으로 돌아가시겠습니까?\n세팅한 모든 정보가 초기화됩니다.,,Return to Region List?\nAll set information will be reset.,¿Regresar a la lista de regiones?\nSe restablecerá toda la información configurada.,是否返回至地区列表？\n返回后将重置已设定的所有信息。,確定要返回地區清單嗎？\n放置的所有資訊都會重置。
StageSettingQuitPopupTitle,지역 목록으로 돌아가기,Default text,지역 목록으로 돌아가기,,Return to Region List,Regresar a lista de regiones,返回至地区列表,返回地區清單
StageSettingCurrentListEmptyText,경영 전략을 선택해주세요!,Default text,경영 전략을 선택해주세요!,,Choose a Business Strategy!,¡Elige una estrategia de negocios!,请选择经营策略！,請選擇經營策略！
SideMenuBuyPopupTitle,사이드 메뉴 구입,Default text,사이드 메뉴 구입,,Purchase Side Dish,Comprar guarnición,购买配菜,購買配餐菜單
SideMenuBuyPopupContents,사이드 메뉴 [{0}]을 구입하시겠습니까?\n{1} 다이아가 사용됩니다.,Default text,사이드 메뉴 [{0}]을 구입하시겠습니까?\n{1} 다이아가 사용됩니다.,,Purchase the Side Dish [{0}]?\nIt will cost {1} Diamond(s).,¿Comprar guarnición de [{0}]?\nCostará {1} diamante(s).,是否购买配菜【{0}】？\n需要消耗{1}钻石。,確定要購買配餐菜單[{0}]嗎？\n將使用{1}鑽石。
SideMenuOpenConditionStage,{0} 지역 클리어 시 해금,Default text,{0} 지역 클리어 시 해금,,Unlocked upon clearing the {0} Region,Se desbloquea al despejar la región {0},通关{0}地区时解锁,完成{0}地區時解鎖
SideMenuCanBuyConditionStage,{0} 지역 클리어 시 구매 가능,Default text,{0} 지역 클리어 시 구매 가능,,Purchasable upon clearing Region {0},Puedes comprarlo al despejar la región {0}.,通关{0}地区时可以购买,通關{0}地區時即可購買
EventC0001DL1,매장 등급이 올라간 것을 축하해요!,Default text,매장 등급이 올라간 것을 축하해요!,,Congratulations! Your Restaurant's rating increased!,¡Felicitaciones! ¡Aumentó la clasificación de tu restaurante!,恭喜店铺级别提升！,恭喜你，店面等級提升！
EventC0001DL2,<color=#e77e18>상점</color>에 새로운 아이템들이 추가되었어요!,Default text,<color=#e77e18>상점</color>에 새로운 아이템들이 추가되었어요!,,New items have been added to the <color=#e77e18>Shop</color>!,¡Se agregaron nuevos artículos a la <color=#e77e18>tienda</color>!,<color=#e77e18>商店</color>中现已添加新的道具！,<color=#e77e18>商店</color>新增新的道具了！
EventC0002DL1,대회에서 우승한 것을 축하해요!,Default text,대회에서 우승한 것을 축하해요!,,Congratulations! You won the Contest!,¡Felicitaciones! ¡Ganaste el concurso!,恭喜你在大赛中夺冠！,恭喜你，在比賽中拿下第一！
EventC0003DL1,대회에서 우승한 레시피의 <color=#e77e18>매력도</color>가 한동안 올라갈 것 같아요.,Default text,대회에서 우승한 레시피의 <color=#e77e18>매력도</color>가 한동안 올라갈 것 같아요.,,The <color=#e77e18>Charm</color> of the contest-winning Recipe has increased for a while.,Aumenta el <color=#e77e18>encanto</color> de la receta ganadora del concurso por un tiempo.,大赛中获胜的菜谱会提升其<color=#e77e18>魅力值</color>一段时间。,在比賽中拿下第一的食譜<color=#e77e18>吸引力</color>也會提升一段時間。
EventC8001DL1,매장 확장 공사를 준비 중이에요.,Default text,매장 확장 공사를 준비 중이에요.,,Preparing for Building Expansion Construction.,Preparando para la construcción de la expansión del edificio.,店铺扩张施工目前处于准备阶段。,正在準備店面擴建工程。
EventC8001DL3,매장 확장이 완료되었어요!,Default text,매장 확장이 완료되었어요!,,The Building has been expanded!,¡Se expandió el edificio!,店铺扩张成功！,店面已擴建完畢！
EventC8002DL1,인테리어 공사를 준비 중이에요.,Default text,인테리어 공사를 준비 중이에요.,,Preparing for Interior Re-Design.,Preparando rediseño del interior.,正在准备装修施工。,正在準備裝潢工程。
EventC8002DL3,인테리어 공사가 완료되었어요!,Default text,인테리어 공사가 완료되었어요!,,Interior Re-Design is complete!,¡Se completó el rediseño del interior!,已完成装修施工！,已結束裝潢工程！
