Key,Source,Note,en,ko,es,zh-cn,zh-tw
KinoDescription,<b>Spawn</b>: Gain +1/+1 for each Pet played this round.,,<b>Spawn</b>: Gain +1/+1 for each Pet played this round.,<b>등장</b>: 이번 라운드 동안 내가 낸 펫의 수만큼 +1/+1을 얻습니다.,<b>Al entrar</b>: Obtiene +1/+1 por cada mascota en esta ronda.,<b>登场</b>：获得+1/+1，获得次数等同于在本回合内我出的宠物数量。,<b>登場</b>：本回合中，將獲得與我派出的寵物數量相等的+1/+1增益。
KinoFlavorText,This happy-go-lucky orange mushroom loves shiny stones.,,This happy-go-lucky orange mushroom loves shiny stones.,반짝이는 돌을 아주 좋아하는 활발하고 명랑한 주황버섯입니다.,Este hongo naranja alegre y despreocupado adora las piedras brillantes.,活泼开朗的橙蘑菇，非常喜欢闪闪发光的石头。,超愛閃亮石頭、活潑開朗的菇菇寶貝。
Kyrin,Kyrin,,Kyrin,카이린,Kyrin,凯琳,卡伊琳
KyrinDescription,<b>Spawn</b>: Deal 3 damage to a random enemy. Gain +2/+2 if this damage defeats the enemy.,,<b>Spawn</b>: Deal 3 damage to a random enemy. Gain +2/+2 if this damage defeats the enemy.,<b>등장</b>: 무작위 적에게 피해를 3 줍니다. 이 피해로 하수인이 죽으면 +2/+2를 얻습니다.,<b>Al entrar</b>: le inflige 3 puntos de daño a un enemigo aleatorio. Obtienes +2/+2 si este daño derrota al enemigo.,<b>登场</b>：对随机敌方造成3点伤害。因该伤害随从死亡时，获得+2/+2。,<b>登場</b>：隨機對一個敵方造成3點傷害。如有手下因此傷害而死，則獲得+2/+2的增益。
KyrinFlavorText,"If you want to become a pirate, this is the person you should talk to.",,"If you want to become a pirate, this is the person you should talk to.",해적이 되고 싶은 자는 나에게...,"Si quieres ser un pirata, con esta persona debes hablar.",想成为海盗的来我这儿……,想成為海盜的人來我這…
Lakelis,Lakelis,,Lakelis,라케리스,Lagunalis,拉凯莉丝,拉克里斯
LakelisDescription,Summon 1 random minion with 1 or less cost after playing a Skill.,,Summon 1 random minion with 1 or less cost after playing a Skill.,내가 스킬을 낸 후에 비용이 1인 무작위 하수인을 소환합니다.,Invoca a 1 secuaz aleatorio con un costo de 1 o menos luego de activar una habilidad.,在我触发技能后，召唤费用为1点的随机随从。,在我使用技能後，召喚費用為1的隨機一個手下。
LakelisFlavorText,There are obstacles here that you cannot solve without a party.,,There are obstacles here that you cannot solve without a party.,이 안에는 서로 힘을 합치지 않으면 해결할 수 없는 장애물이 많이 있답니다...,Aquí hay obstáculos que no puedes resolver sin un grupo.,这里有很多需要齐心协力才能解决的障碍物……,這裡面有很多如果不齊心協力，就無法解決的障礙…
LePetitPrince,Le Petit Prince,,Le Petit Prince,어린왕자,El principito,小王子,小王子
LePetitPrinceDescription,<b>Spawn</b>: Summon a random allied minion that died this round.,,<b>Spawn</b>: Summon a random allied minion that died this round.,<b>등장</b>: 이번 라운드 동안 죽은 무작위 아군 하수인을 소환합니다.,<b>Al entrar</b>: invoca un secuaz aliado aleatorio de entre los que murieron en esta ronda.,<b>登场</b>：召唤在本回合内死亡的随机我方随从。,<b>登場</b>：召喚本回合中死亡的隨機一個我方手下。
LePetitPrinceFlavorText,That which is most important is never visible.,,That which is most important is never visible.,가장 중요한 것은 눈에 보이지 않아.,Lo más importante siempre está escondido.,最重要的东西往往是看不到的。,最重要的東西，用眼睛是看不見的。
LordPirate,Lord Pirate,,Lord Pirate,데비존,Lord Pirata,老海盗,金鈎海賊王
LordPirateDescription,<b>Spawn</b>: Summon Bellflowers equal to the number of discarded cards this game.,,<b>Spawn</b>: Summon Bellflowers equal to the number of discarded cards this game.,<b>등장</b>: 이번 게임 동안 내가 버린 카드의 수만큼 도라지를 소환합니다.,<b>Al entrar</b>: invoca campanillas iguales al número de cartas descartadas en la partida.,<b>登场</b>：召唤桔梗，召唤数量等同于本局游戏中我的弃牌数量。,<b>登場</b>：本場遊戲期間，召喚出和我丟棄卡牌數量相等的深山人蔘。
LordPirateFlavorText,Used Herb Town as a forward base to invade the nearby Kingdom of Bellflower.,,Used Herb Town as a forward base to invade the nearby Kingdom of Bellflower.,백초마을 근처를 거점삼아 가까이에 있던 도라지의 왕국을 침략해 왕자를 납치하고 도라지들을 노예로 부리고 있다.,Usaba el Pueblo de las hierbas como base de avanzada para invadir al reino cercano de Campanilla.,以百草堂附近为据点，在侵略附近的桔梗王国后，绑走了王子，并将一群桔梗当作奴隶来使唤。,以靈藥幻境附近為據點，侵略鄰近的深山人蔘王國並綁架王子，將深山人蔘當成奴隸使喚。
Lucida,Lucida,,Lucida,루이넬,Lúcida,黑色飞狮,黑格里芬
LucidaDescription,<b>Spawn</b>: Gain +3/+3 if your player's HP is 10 or lower.,,<b>Spawn</b>: Gain +3/+3 if your player's HP is 10 or lower.,<b>등장</b>: 내 플레이어의 HP가 10 이하인 경우 +3/+3을 얻습니다.,<b>Al entrar</b>: obtiene +3/+3 si los PV de tu jugador son 10 o menos.,<b>登场</b>：我方玩家的血量处于10点以下时，获得+3/+3。,<b>登場</b>：我方玩家的HP低於10的時候，獲得+3/+3的增益。
LucidaFlavorText,Malevolence radiates from this evil creature. Don't try to hunt it under any circumstance.,,Malevolence radiates from this evil creature. Don't try to hunt it under any circumstance.,근처에만 다가가도 사악한 기운이 느껴질 정도로 악한 생물이니 함부로 사냥하려 하지 말 것.,La maldad irradia de esta criatura malvada. No intentes cazarlo bajo ninguna circunstancia.,一种邪恶的生物，只要靠近就能感到邪恶的气息，所以不要随意狩猎。,光是靠近就能感受到邪惡氣息的凶狠生物，不要隨意狩獵。
LuckySeven,Lucky Seven,,Lucky Seven,럭키 세븐,Siete de la suerte,幸运七,雙飛斬
LuckySevenDescription,Deal 2 damage to a minion.,,Deal 2 damage to a minion.,하수인에게 피해를 2 줍니다.,Inflige 2 de daño a un secuaz.,对随从造成2点伤害。,對手下造成2點傷害。
LuckySevenFlavorText,"C'mon lucky seven, I need some new rare throwing knives!",,"C'mon lucky seven, I need some new rare throwing knives!",매우 낮은 확률로 표창을 7번 던졌으면 좋겠네요.,"¡Vamos, Siete de la suerte, necesito unos cuchillos raros nuevos!",要是有极低概率掷出7次镖枪就好了。,希望能以極低的機率投擲7次飛鏢。
Lupin,Lupin,,Lupin,루팡,Lupin,猴子,猴子
LupinDescription,Deal 1 damage to a random enemy after playing a Skill.,,Deal 1 damage to a random enemy after playing a Skill.,내가 스킬을 낸 후에 무작위 적에게 피해를 1 줍니다.,Inflige 1 de daño a un enemigo aleatorio luego de activar una habilidad.,在我触发技能后，给随机敌方造成1点伤害。,在我使用技能後，對隨機一個敵人造成1點傷害。
LupinFlavorText,"An ever popular, always cute monkey!",,"An ever popular, always cute monkey!",언제나 인기가 많은 귀여운 원숭이입니다.,¡Un mono popular y adorable!,一直拥有超高人气的可爱猴子。,總是很受歡迎的可愛猴子。
MagicBooster,Magic Booster,,Magic Booster,매직 부스터,Potenciador mágico,魔法助推器,極速詠唱
MagicBoosterDescription,Add a random Magician Skill to your hand. That card now costs 1.,,Add a random Magician Skill to your hand. That card now costs 1.,무작위 마법사 스킬을 내 손으로 가져옵니다. 그 카드의 비용이 1이 됩니다.,Saca una habilidad de mago aleatoria. Esta carta ahora costará 1.,将随机魔法师技能放入我的手牌。那张卡牌的费用变为1点。,將隨機一個法師技能放入我的手牌。該卡牌的費用變為1。
MagicBoosterFlavorText,The ultimate magic awaits!,,The ultimate magic awaits!,극한의 마법이 당신을 기다리고 있어요.,¡La magia definitiva te espera!,终极魔法在等着你。,極限的魔法正在等著你。
Mai,Mai,,Mai,마이,Mai,迈伊,麥加
MaiDescription,<b>Spawn</b>: Grant another random allied minion +3/+3.,,<b>Spawn</b>: Grant another random allied minion +3/+3.,<b>등장</b>: 다른 무작위 아군 하수인에게 +3/+3을 부여합니다.,<b>Al entrar</b>: le otorga +3/+3 a un secuaz aliado aleatorio.,<b>登场</b>：对我方的其他随机随从赋予+3/+3。,<b>登場</b>：賦予其他的隨機我方手下+3/+3的增益。
MaiFlavorText,My sword is yours.,,My sword is yours.,나의 검은 당신의 것이에요.,Te ofrezco mi espada.,我的剑就是你的剑。,我的黑暗屬於你。
Malady,Malady,,Malady,멜러디,Afección,巫婆,巫婆
MaladyDescription,Skill Damage +1,,Skill Damage +1,스킬 피해량 +1,Daño de habilidad +1,技能伤害量+1,技能傷害量+1
MaladyFlavorText,This creature's mind and boy was twisted after making a dark pact with devils.,,This creature's mind and boy was twisted after making a dark pact with devils.,악마로부터 어둠의 마법을 전수받아 몸도 마음도 사악한 자로 변해버린 존재들이다.,El cuerpo y la mente de esta criatura fueron transformados tras realizar un pacto con demonios.,掌握恶魔传授的黑暗魔法后，身心都转变成了邪恶的存在。,她們是從惡魔那裡繼承了黑暗魔法，身心都變成邪惡之人的存在。
Manji,Manji,,Manji,만지,Manji,麦吉,麥吉
ManjiDescription,,,,,,,
ManjiFlavorText,Just go...before you get hurt...,,Just go...before you get hurt...,그냥 가라... 다친다...,Solo vete... antes de que te lastimen...,想活命就乖乖走你的路……,離開吧…會受傷…
Mano,Mano,,Mano,마노,Mano,马诺,紅寶王
ManoDescription,"<b>Spawn</b>: Transform all other minions into a Red Snail, Blue Snail, or Snail.",,"<b>Spawn</b>: Transform all other minions into a Red Snail, Blue Snail, or Snail.","<b>등장</b>: 다른 모든 하수인들을 빨간 달팽이, 파란 달팽이, 또는 달팽이로 변신시킵니다.","<b>Al entrar</b>: transforma a todos los demás secuaces en un caracol rojo, azul o regular.",<b>登场</b>：使其他所有随从变成红蜗牛、蓝蜗牛或蜗牛。,<b>登場</b>：使其他所有手下變身為紅寶、藍寶或嫩寶。
ManoFlavorText,Each morning it goes around slurping the dew off of blades of grass.,,Each morning it goes around slurping the dew off of blades of grass.,"새벽 이슬을 좋아하여, 새벽마다 풀잎에 맺힌 이슬을 먹기 위해 돌아다니곤 한다고 한다.",Cada mañana bebe el rocío de las hojas de pasto.,因为喜欢晨露，所以每天凌晨都会去吃草叶上的露水。,據說牠喜歡清晨的露水，所以每天清晨都會到處去吃草葉上的露水。
Manon,Manon,,Manon,마뇽,Manon,火焰龙,噴火龍
ManonDescription,<b>Spawn</b>: Deal 1 damage to all enemy minions.\n<b>Exit</b>: Deal 3 damage to a random enemy.,,<b>Spawn</b>: Deal 1 damage to all enemy minions.\n<b>Exit</b>: Deal 3 damage to a random enemy.,<b>등장</b>: 모든 적 하수인들에게 피해를 1 줍니다.\n<b>퇴장</b>: 무작위 적에게 피해를 3 줍니다.,<b>Al entrar</b>: inflige 1 de daño a todos los secuaces enemigos.\n<b>Al salir</b>: inflige 3 de daño a un enemigo aleatorio.,<b>登场</b>：对所有敌方随从造成1点伤害。\n<b>退场</b>：对随机敌方造成3点伤害。,<b>登場</b>：對所有敵方手下造成1點傷害。\n<b>退場</b>：對隨機一個敵人造成3點傷害。
ManonFlavorText,Look at those cute little wings! So charming!,,Look at those cute little wings! So charming!,앙증맞고 귀여운 작은 날개가 특징입니다.,¡Mira qué bonitas alitas! ¡Qué encantador!,小巧可爱的小翅膀是最明显的特征。,小巧可愛的迷你翅膀是其特點。
MarTheFairy,Mar the Fairy,,Mar the Fairy,요정 마르,Mar el hada,妖精玛丽,妖精瑪莉
MarTheFairyDescription,<b>Exit</b>: Add 2 random Pets to your hand.,,<b>Exit</b>: Add 2 random Pets to your hand.,<b>퇴장</b>: 무작위 펫 둘을 내 손으로 가져옵니다.,<b>Al salir</b>: añade 2 mascotas aleatorias a tu mano.,<b>退场</b>：将两只随机宠物置入你的手牌。,<b>退場</b>：將兩隻隨機寵物置入你的手牌。
MarTheFairyFlavorText,Do you remember the hidden portal in the corner of Ellinia?,,Do you remember the hidden portal in the corner of Ellinia?,엘리니아 마을 구석에 있던 히든 포탈을 기억하시나요?,¿Recuerdas el portal oculto en la esquina de Ellinia?,还记得魔法密林村庄角落里的隐藏传送门吗？,你還記得魔法森林村莊角落的隱藏傳送點嗎？
MasterSergeantFox,Sergeant Fox,,Sergeant Fox,폭스 상사,Sargento Zorro,珀斯上尉,珀斯上尉
MasterSergeantFoxDescription,<b>Spawn</b>: Draw cards equal to the number of Skill cards used this round.,,<b>Spawn</b>: Draw cards equal to the number of Skill cards used this round.,<b>등장</b>: 이번 라운드 동안 내가 낸 스킬 카드의 수만큼 카드를 뽑습니다.,<b>Al entrar</b>: saca un total de cartas iguales a la cantidad de cartas de habilidades que usaste en esta ronda.,<b>登场</b>：抽取卡牌，抽取数量等同于本回合内我施放的技能卡牌数。,<b>登場</b>：本回合中，我打出的技能卡牌數有多少，就能抽取相應的卡牌數。
MasterSergeantFoxFlavorText,Why don't you go find every. single. one of my men?,,Why don't you go find every. single. one of my men?,내 밑으로 네 위로 전부 만나고 와!,¿Por qué no vas a buscar a todos mis hombres?,去见所有低于我，高于你的，然后再来！,讓你長長見識！
Mateon,Mateon,,Mateon,마티안,Mateon,外星章鱼枪,馬堤安
MateonDescription,<b>Spawn</b>: Grant +2/+1 to another random allied minion with a <b>Barrier</b>.,,<b>Spawn</b>: Grant +2/+1 to another random allied minion with a <b>Barrier</b>.,<b>등장</b>: <b>결계</b>가 있는 다른 무작위 아군 하수인에게 +2/+1를 부여합니다.,<b>Al entrar</b>: le otorga +2/+1 a otro secuaz aliado aleatorio con una <b>Barrera</b>.,<b>登场</b>：对我方拥有<b>结界</b>的其他随机随从赋予+2/+1。,<b>登場</b>：隨機對有<b>結界</b>的其他我方手下賦予+2/+1增益。
MateonFlavorText,The tentacles sprouting from its helmet are particularly good at collecting useful information.,,The tentacles sprouting from its helmet are particularly good at collecting useful information.,헬멧 위로 빠져나온 촉수로 여러가지 정보를 수집한다고 한다.,Los tentáculos que salen de su casco son particularmente buenos para reunir información útil.,据说利用从头盔上伸出的触手收集各种信息。,據說他會透過從頭盔伸出的觸手收集各種情報。
Maya,Maya,,Maya,마야,Maya,玛亚,瑪亞
MayaDescription,"After summoning a Mushroom, grant it +1/+1.",,"After summoning a Mushroom, grant it +1/+1.",내 버섯이 소환된 후에  그 버섯에게 +1/+1을 부여합니다.,"Tras invocar un hongo, otorga +1/+1.",我的蘑菇被召唤后，对其赋予+1/+1。,召喚出我的香菇後，賦予該香菇+1/+1的增益。
MayaFlavorText,That strange medicine helped a little...,,That strange medicine helped a little...,이상한 약 덕분에 조금 괜찮아졌어요.,Esa extraña medicina me ayudó un poco...,多亏那怪药，身体好点了。,多虧了奇怪的藥，感覺好一點了。
